время[c],напряжение[В]
0.762011,2.644184
0.762753,2.644184
0.763478,2.644184
0.764141,2.644184
0.764845,2.644184
0.765571,2.644184
0.766327,2.639296
0.767043,2.644184
0.767769,2.644184
0.768477,2.649071
0.769192,2.639296
0.769893,2.639296
0.770594,2.634409
0.771299,2.649071
0.772036,2.649071
0.772752,2.644184
0.773474,2.644184
0.774172,2.644184
0.774858,2.644184
0.775543,2.653959
0.776218,2.649071
0.776931,2.639296
0.777602,2.649071
0.778315,2.649071
0.779003,2.639296
0.779714,2.644184
0.780401,2.649071
0.781090,2.649071
0.781807,2.644184
0.782523,2.644184
0.783245,2.649071
0.783940,2.649071
0.784698,2.649071
0.785395,2.639296
0.786066,2.649071
0.786772,2.644184
0.787472,2.639296
0.788221,2.644184
0.788933,2.644184
0.789697,2.639296
0.790403,2.644184
0.791127,2.639296
0.791825,2.644184
0.792538,2.644184
0.793241,2.639296
0.794010,2.639296
0.794774,2.649071
0.795497,2.639296
0.796191,2.644184
0.796870,2.649071
0.797568,2.653959
0.798223,2.649071
0.798961,2.644184
0.799643,2.649071
0.800324,2.649071
0.800994,2.649071
0.801646,2.644184
0.802310,2.644184
0.802991,2.639296
0.803736,2.649071
0.804416,2.649071
0.805127,2.639296
0.805843,2.639296
0.806537,2.649071
0.807257,2.644184
0.807953,2.634409
0.808689,2.644184
0.809386,2.644184
0.810129,2.639296
0.810817,2.644184
0.811577,2.639296
0.812254,2.644184
0.813007,2.644184
0.813735,2.639296
0.814397,2.649071
0.815071,2.644184
0.815741,2.639296
0.816455,2.644184
0.817195,2.649071
0.817925,2.644184
0.818693,2.644184
0.819410,2.644184
0.820092,2.644184
0.820762,2.644184
0.821445,2.649071
0.822120,2.649071
0.822783,2.649071
0.823439,2.649071
0.824113,2.644184
0.824812,2.644184
0.825521,2.644184
0.826256,2.639296
0.826974,2.644184
0.827675,2.644184
0.828444,2.639296
0.829155,2.644184
0.829879,2.644184
0.830595,2.644184
0.831293,2.624633
0.831992,2.639296
0.832698,2.639296
0.833408,2.644184
0.834104,2.644184
0.834796,2.639296
0.835526,2.644184
0.836222,2.644184
0.836941,2.649071
0.837641,2.649071
0.838362,2.644184
0.839083,2.639296
0.839789,2.644184
0.840487,2.644184
0.841203,2.649071
0.841929,2.639296
0.842641,2.644184
0.843363,2.649071
0.844081,2.644184
0.844758,2.649071
0.845435,2.644184
0.846092,2.629521
0.846742,2.634409
0.847395,2.634409
0.848037,2.634409
0.848697,2.634409
0.849342,2.634409
0.849986,2.639296
0.850628,2.644184
0.851271,2.644184
0.851916,2.644184
0.852613,2.644184
0.853274,2.639296
0.853948,2.639296
0.854628,2.634409
0.855305,2.634409
0.855973,2.639296
0.856709,2.639296
0.857507,2.639296
0.858313,2.634409
0.859099,2.644184
0.859922,2.634409
0.860683,2.644184
0.861444,2.644184
0.862187,2.644184
0.862975,2.634409
0.863662,2.639296
0.864326,2.649071
0.864984,2.649071
0.865653,2.644184
0.866306,2.644184
0.866945,2.649071
0.867589,2.639296
0.868241,2.644184
0.868913,2.649071
0.869580,2.639296
0.870235,2.644184
0.870901,2.644184
0.871572,2.649071
0.872282,2.639296
0.872946,2.649071
0.873608,2.644184
0.874270,2.639296
0.874985,2.639296
0.875703,2.634409
0.876415,2.644184
0.877143,2.644184
0.877816,2.644184
0.878478,2.649071
0.879156,2.644184
0.879828,2.644184
0.880479,2.644184
0.881146,2.644184
0.881816,2.644184
0.882478,2.644184
0.883136,2.649071
0.883781,2.644184
0.884448,2.644184
0.885110,2.639296
0.885810,2.649071
0.886534,2.644184
0.887240,2.644184
0.887935,2.644184
0.888640,2.639296
0.889335,2.639296
0.890024,2.644184
0.890732,2.644184
0.891429,2.639296
0.892149,2.639296
0.892870,2.634409
0.893611,2.644184
0.894322,2.639296
0.895019,2.644184
0.895698,2.649071
0.896383,2.649071
0.897050,2.644184
0.897737,2.649071
0.898415,2.649071
0.899092,2.644184
0.899761,2.639296
0.900431,2.644184
0.901084,2.644184
0.901749,2.639296
0.902408,2.644184
0.903069,2.639296
0.903744,2.639296
0.904397,2.639296
0.905127,2.644184
0.905833,2.639296
0.906604,2.634409
0.907300,2.644184
0.908006,2.644184
0.908707,2.639296
0.909405,2.649071
0.910079,2.639296
0.910773,2.639296
0.911524,2.639296
0.912245,2.644184
0.912960,2.639296
0.913657,2.639296
0.914352,2.644184
0.915080,2.649071
0.915787,2.644184
0.916499,2.649071
0.917210,2.649071
0.917913,2.644184
0.918598,2.644184
0.919304,2.649071
0.920017,2.653959
0.920719,2.649071
0.921423,2.649071
0.922134,2.644184
0.922850,2.644184
0.923537,2.644184
0.924214,2.644184
0.924893,2.644184
0.925582,2.644184
0.926288,2.644184
0.926951,2.644184
0.927625,2.644184
0.928287,2.649071
0.928962,2.649071
0.929651,2.639296
0.930349,2.649071
0.931069,2.649071
0.931760,2.649071
0.932438,2.649071
0.933110,2.639296
0.933785,2.644184
0.934470,2.644184
0.935160,2.649071
0.935923,2.644184
0.936663,2.639296
0.937429,2.639296
0.938222,2.644184
0.939026,2.649071
0.939793,2.644184
0.940576,2.649071
0.941323,2.649071
0.942079,2.639296
0.942860,2.644184
0.943629,2.639296
0.944424,2.644184
0.945122,2.649071
0.945794,2.644184
0.946458,2.649071
0.947114,2.649071
0.947768,2.649071
0.948430,2.639296
0.949102,2.649071
0.949777,2.644184
0.950488,2.649071
0.951122,2.649071
0.951790,2.649071
0.952469,2.649071
0.953139,2.644184
0.953813,2.649071
0.954507,2.639296
0.955232,2.649071
0.955930,2.639296
0.956617,2.644184
0.957282,2.639296
0.957931,2.649071
0.958595,2.644184
0.959283,2.649071
0.959976,2.644184
0.960647,2.639296
0.961318,2.634409
0.961999,2.649071
0.962662,2.644184
0.963322,2.644184
0.963993,2.639296
0.964705,2.644184
0.965416,2.639296
0.966114,2.644184
0.966817,2.639296
0.967550,2.639296
0.968266,2.639296
0.968992,2.639296
0.969704,2.639296
0.970423,2.639296
0.971120,2.639296
0.971820,2.644184
0.972487,2.639296
0.973147,2.649071
0.973875,2.639296
0.974619,2.639296
0.975341,2.644184
0.976061,2.634409
0.976811,2.639296
0.977522,2.644184
0.978234,2.639296
0.979021,2.639296
0.979719,2.644184
0.980527,2.644184
0.981210,2.639296
0.981985,2.639296
0.982716,2.644184
0.983461,2.644184
0.984177,2.639296
0.984881,2.639296
0.985565,2.639296
0.986261,2.644184
0.986932,2.639296
0.987633,2.644184
0.988290,2.639296
0.988939,2.639296
0.989622,2.639296
0.990273,2.639296
0.991167,2.649071
0.991939,2.639296
0.992613,2.639296
0.993271,2.644184
0.993942,2.649071
0.994689,2.639296
0.995469,2.634409
0.996182,2.639296
0.996969,2.634409
0.997681,2.629521
0.998400,2.639296
0.999118,2.639296
0.999774,2.639296
